"","min","max","mean","mean.distr","contrast","entropy","ang.momentum","IR.min","IR.max","IR.mean"
"83",0.046875,0.561264822134387,0.1936668312277,0.518564832812504,0.152209612333898,0.0255832992222677,0.79689577697281,0.575609756097561,0.596153846153846,0.693600374149564
"84",0.015625,0.320158102766798,0.0319947321769181,0.31626480296402,0.0239255950803075,0.385386819484241,0.125957173643908,0.804878048780488,0.961538461538462,0.968807435753965
"85",0.015625,0.00395256916996047,0.00684845050826919,0.259367919569134,0,1,0,0.985365853658537,0.903846153846154,0.956652261158645
"86",0.03125,0.430830039525692,0.117734303121424,0.420332606780307,0.0663270213873032,0.050552599263201,0.232151863909395,0.68780487804878,0.730769230769231,0.810353408256971
"87",0.046875,0.0869565217391304,0.0301868983237215,0.277360951070081,0.00170800167494563,0.387433483422022,0.0972305011692421,0.926829268292683,0.846153846153846,0.9295601586949
"88",0.03125,0.197628458498024,0.0862052038686803,0.36100423264205,0.0258734019206001,0.0811502251330331,0.201797423082214,0.829268292682927,0.846153846153846,0.875338463831115
"89",0.078125,0.616600790513834,0.376212468864305,0.480633577215913,0.103637459035103,0.0324396234138354,0.766610115090101,0.439024390243902,0.653846153846154,0.50497913216421
"90",0.03125,0.660079051383399,0.399276726207841,0.669803557050192,0.318591063104751,0.0120753172329104,0.882021183914898,0.526829268292683,0.653846153846154,0.532767610194638
"91",0.15625,0.616600790513834,0.328630955052398,0.605125903276518,0.214928802112285,0.0132009823986901,0.285081082733428,0.580487804878049,0.75,0.694662276595126
"92",0.0625,0.450592885375494,0.395387569283935,0.442216023470648,0.0565368753121078,0.0354072861236185,0.238571232060159,0.624390243902439,0.769230769230769,0.531266138246015
"93",0.140625,0.636363636363636,0.467320843524897,0.751501646027464,0.409252138047774,0.00603765861645518,0.924136824246871,0.604878048780488,0.807692307692308,0.616423591292212
"94",0.125,0.58102766798419,0.363420186028768,0.594913642154359,0.216357394856368,0.0165779778960295,0.846118574900271,0.560975609756098,0.634615384615385,0.578495022742333
"95",0.15625,0.596837944664032,0.471949823844894,0.591023256964965,0.19182163194181,0.0149406467458043,0.839836764638452,0.6,0.769230769230769,0.596836974074772
"96",0.046875,0.569169960474308,0.158631459955569,0.536071566164776,0.203800977347916,0.0293696275071633,0.263117673131887,0.682926829268293,0.903846153846154,0.858680747886739
"97",0.171875,0.727272727272727,0.794308058254606,0.698981445970646,0.334884282400404,0.00798198935734752,0.90244853042322,0.375609756097561,0.538461538461538,0.21981380623139
"98",0.046875,0.541501976284585,0.281761915714831,0.626523021818185,0.254439947199212,0.0119729840360213,0.289704556222966,0.726829268292683,0.923076923076923,0.80940210112348
"99",0.0625,0.458498023715415,0.242864736440545,0.521482621704549,0.140894959385108,0.024559967253377,0.801389334678344,0.629268292682927,0.653846153846154,0.685143581769769
"100",0,0.25296442687747,0.0580182831048179,0.409634047509474,0.0575603826469792,0.0608882521489971,0.227001085178902,0.878048780487805,0.903846153846154,0.922384584887994
"101",0.046875,0.770750988142292,0.536131431905392,0.692173271889207,0.347015772933755,0.0100286532951289,0.902196340960154,0.536585365853659,0.692307692307692,0.478252556579343
"102",0.015625,0.339920948616601,0.0693042714808249,0.390668419711179,0.0516161669713802,0.0759312320916905,0.213642685741361,0.824390243902439,0.942307692307692,0.916636440405529
"103",0.046875,0.233201581027668,0.0661261865224514,0.340093412249058,0.0186411511536839,0.106426524764634,0.561373744784263,0.746341463414634,0.596153846153846,0.790986107166857
"104",0.015625,0.102766798418972,0.0188742622803671,0.270552776988642,0.00154268174794989,0.505285053084466,0.0623137236920537,0.936585365853659,0.846153846153846,0.931207841395076
"105",0.015625,0.517786561264822,0.102148222740839,0.457291266079549,0.157747075908752,0.0886205485059353,0.223248811652682,0.751219512195122,0.961538461538462,0.918357228481479
"106",0.046875,0.130434782608696,0.0619081412831273,0.325504467788831,0.010630118925584,0.124027834629554,0.173987803200514,0.921951219512195,0.884615384615385,0.929669816758564
"107",0.0625,0.545454545454545,0.388319626147252,0.476743192026519,0.082950999586343,0.0270159639787147,0.253526831430449,0.604878048780488,0.807692307692308,0.564838376198389
"108",0.140625,0.758893280632411,0.594395855305971,0.77970693865057,0.480480026209915,0.00583299222267703,0.924526571598881,0.51219512195122,0.538461538461538,0.400710246843113
"109",0.046875,0.33596837944664,0.0705090265466867,0.3449563937358,0.0290331712885875,0.128632828489562,0.184083023828083,0.84390243902439,0.826923076923077,0.904481265810209
"110",0.0625,0.683794466403162,0.380047629199111,0.798186268300191,0.551107707003882,0.00480966025378633,0.31058278692283,0.629268292682927,0.884615384615385,0.711686456666789
"111",0.078125,0.260869565217391,0.0784528364338128,0.327935958532202,0.0142148152686723,0.130372492836676,0.175768413651856,0.873170731707317,0.826923076923077,0.896939227876017
"112",0.015625,0.375494071146245,0.0979568251688621,0.476743192026519,0.124438007487731,0.0388866148178469,0.250286578935302,0.785365853658537,0.942307692307692,0.916196870902467
"113",0.046875,0.0276679841897233,0.0283517155487736,0.261799410312505,7.27391805528527e-05,0.834527220630372,0.0263194094181301,0.960975609756098,0.826923076923077,0.927326695740112
"114",0.015625,0.154150197628458,0.0256126158472275,0.314319610369323,0.0111724286044903,0.176422431436758,0.157075824965228,0.917073170731707,0.923076923076923,0.947609688524237
"115",0.078125,0.529644268774704,0.211061446715885,0.483065067959284,0.11294478044593,0.0312116250511666,0.256553104987238,0.697560975609756,0.846153846153846,0.812037643645034
"116",0.015625,0.837944664031621,0.223908427394924,0.528777093934663,0.252700516483897,0.0855505525992632,0.241696852981185,0.580487804878049,0.942307692307692,0.81950657620345
"117",0.078125,0.478260869565217,0.132499214595068,0.436380445686557,0.0796490058740559,0.0475849365534179,0.235361547984777,0.736585365853659,0.846153846153846,0.863037078484244
"118",0.078125,0.347826086956522,0.116310055427148,0.354196058560611,0.0295275437443035,0.117580843225542,0.193276476072569,0.824390243902439,0.826923076923077,0.880610486122631
"119",0.03125,0.762845849802372,0.405988432107354,0.538989355056822,0.2439570130094,0.0884158821121572,0.726557843092301,0.526829268292683,0.711538461538462,0.593981178177483
"120",0.109375,0.592885375494071,0.28672048560465,0.531208584678034,0.152017784074873,0.0249693000409333,0.805378513457747,0.551219512195122,0.673076923076923,0.643259824940743
"121",0.046875,0.395256916996047,0.228756900343334,0.622146338480116,0.257022684147986,0.014428980761359,0.283445672275972,0.75609756097561,0.903846153846154,0.808706662805203
"122",0.09375,0.545454545454545,0.400509531449858,0.536071566164776,0.129302524513858,0.0203643061809251,0.267557736102832,0.721951219512195,0.807692307692308,0.676209729950616
"123",0.390625,0.758893280632411,0.805922233691628,0.651324227400571,0.276913774586478,0.0118706508391322,0.873767710578202,0.526829268292683,0.365384615384615,0.255180874883898
"124",0.71875,0.841897233201581,0.559589665193097,0.531208584678034,0.152097190021565,0.0249693000409333,0.264470325706513,0.702439024390244,0.423076923076923,0.44841525353038
"125",0.0625,0.660079051383399,0.371692884231313,0.753446838622161,0.517375457665559,0.00808432255423659,0.306822871291669,0.639024390243902,0.942307692307692,0.741305380836832
"126",0.09375,0.786561264822134,0.841779475125104,0.627981916264207,0.268395195102911,0.0133033155955792,0.867623458205328,0.15609756097561,0.653846153846154,0.0791899924364053
"127",0.0625,0.66798418972332,0.381307082108476,0.632358599602276,0.267804908517683,0.0126893164142448,0.865995689852813,0.570731707317073,0.692307692307692,0.610638894121859
"128",0.046875,0.482213438735178,0.162493969212127,0.507379975392996,0.161779834492769,0.0335652885796152,0.2571186207529,0.697560975609756,0.884615384615385,0.85582495198945
"129",0.15625,0.592885375494071,0.460938025940803,0.77630285160985,0.45238099584343,0.00613999181334425,0.307961544927935,0.648780487804878,0.75,0.618474290807561
"130",0.046875,0.0948616600790514,0.0352001660570428,0.279792441813452,0.002428925129994,0.35796152271797,0.302145903067541,0.848780487804878,0.692307692307692,0.821190811591513
"131",0.25,0.719367588932806,0.751520319547607,0.593941045857011,0.207306347110576,0.015861645517806,0.840295290934935,0.546341463414634,0.519230769230769,0.30412961020776
"132",0,0.209486166007905,0.012409397931019,0.294381386273679,0.00774317108858449,0.32818256242325,0.117420942424381,0.88780487804878,0.961538461538462,0.988430605659293
"133",0.046875,0.869565217391304,0.42045180418733,0.724755247850381,0.596915414293483,0.0551575931232092,0.271264156999404,0.590243902439024,0.903846153846154,0.711649903978901
"134",0.09375,0.711462450592885,0.321673108857124,0.701412936714017,0.407163773554716,0.00992632009823987,0.907033793388051,0.580487804878049,0.653846153846154,0.621879314271575
"135",0.0625,0.620553359683794,0.227661540964477,0.545797529138261,0.225477427758446,0.0331559557920589,0.805057545050209,0.565853658536585,0.653846153846154,0.673537634741174
"136",0.1875,0.632411067193676,0.507505525884703,0.701412936714017,0.331650107160329,0.00890298812934916,0.297942745349779,0.653658536585366,0.769230769230769,0.600315102914561
"137",0.125,0.588932806324111,0.242864736440545,0.506407379095648,0.147816372180791,0.0314162914449447,0.260366515352989,0.614634146341463,0.75,0.742476941346057
"138",0.046875,0.739130434782609,0.317126175302381,0.546770125435609,0.284999331736061,0.111338518215309,0.714040075198313,0.517073170731707,0.692307692307692,0.647287181347257
"139",0.0625,0.588932806324111,0.317564459304804,0.706762216349434,0.391295481234164,0.00900532132623823,0.902586088312165,0.585365853658537,0.711538461538462,0.649374433550494
"140",0.03125,0.513833992094862,0.373446020241007,0.757337223811555,0.448960071785198,0.00562832582889889,0.308397144909594,0.658536585365854,0.884615384615385,0.665849386055431
"141",0.046875,0.573122529644269,0.222320086170141,0.675152836685608,0.404409129279072,0.0143266475644699,0.292165314014092,0.629268292682927,0.846153846153846,0.800395143928552
"142",0.046875,0.845849802371542,0.471922474923143,0.855083151695077,0.689438263047099,0.00470732705689726,0.31543552356061,0.590243902439024,0.903846153846154,0.663066695533918
"143",0.09375,0.328063241106719,0.0887255121962166,0.346901586330497,0.0339985231525677,0.181948424068768,0.520473199137971,0.746341463414634,0.692307692307692,0.812294449708656
"144",0.046875,0.505928853754941,0.25064375154276,0.567194647679927,0.193060063118402,0.0200573065902579,0.275337398933162,0.668292682926829,0.730769230769231,0.712638701048687
"145",0.0625,0.304347826086957,0.105763890447232,0.382887649332391,0.0384529546948796,0.0684609087187884,0.646888899078362,0.75609756097561,0.75,0.823424274546302
"146",0.09375,0.573122529644269,0.317180873145883,0.601721816235798,0.226797352214462,0.0150429799426934,0.852262827273144,0.673170731707317,0.846153846153846,0.73819277887592
"147",0.09375,0.50197628458498,0.244014793662904,0.515647043920458,0.133659414918254,0.0218993041342612,0.80434682929066,0.629268292682927,0.673076923076923,0.706341328999497
"148",0.078125,0.691699604743083,0.520079017346229,0.891555512845645,0.669140222092202,0.00225133033155956,0.319615754963547,0.629268292682927,0.846153846153846,0.625796075366019
"149",0.109375,0.328063241106719,0.121021783766802,0.349819375222543,0.0291968642071802,0.142754809660254,0.182210708117444,0.853658536585366,0.807692307692308,0.876620619652412
"150",0.109375,0.687747035573123,0.459677871777035,0.701412936714017,0.33975701383481,0.00828898894801473,0.89864276216241,0.531707317073171,0.673076923076923,0.542725874523058
"151",0,0.608695652173913,0.0665918194466261,0.40574366232008,0.167275948244307,0.28192795742939,0.158191572286671,0.775609756097561,0.980769230769231,0.965475517665726
"152",0.09375,0.569169960474308,0.261902390997016,0.53655786431345,0.157219607721131,0.0214899713467049,0.269942072844544,0.668292682926829,0.673076923076923,0.709562651775664
"153",0.03125,0.458498023715415,0.109406907075376,0.438811936429928,0.122508415204925,0.112259516987311,0.655302856618827,0.673170731707317,0.75,0.833528749626272
"154",0,0.00790513833992095,0.00556094742274981,0.262772006609854,7.44058720876153e-05,0.721551371264838,0.0348938511623642,0.975609756097561,0.903846153846154,0.953467491070366
"155",0.234375,0.74703557312253,0.646222763278953,0.663967979266101,0.26432600740392,0.0109496520671306,0.873882342152322,0.536585365853659,0.519230769230769,0.361426417096161
"156",0.09375,0.739130434782609,0.557387855395732,0.634303792196972,0.257287211904432,0.0125869832173557,0.867325416112614,0.526829268292683,0.615384615384615,0.406714260140793
"157",0.078125,0.33201581027668,0.115022552341629,0.364894617831444,0.0332279957827942,0.088211215718379,0.203868433521329,0.814634146341463,0.807692307692308,0.871128343985161
"158",0.046875,1,0.521832153355923,0.852563506038352,0.706977902130483,0.00194433074089235,0.32658535467009,0.590243902439024,0.807692307692308,0.60478109157573
"159",0.015625,0.802371541501976,0.404755626865337,0.565735753233905,0.260417218923584,0.0530085959885387,0.25744723126538,0.668292682926829,0.903846153846154,0.739035365194156
"160",0.09375,0.806324110671937,0.559826116958015,0.812288914611744,0.561078173229886,0.00634465820712239,0.93135861341648,0.526829268292683,0.692307692307692,0.48744227721371
"161",0.03125,0.359683794466403,0.0998193568655611,0.437353041983906,0.0849301561007418,0.0492222677036431,0.236828832133523,0.8,0.942307692307692,0.918722755360358
"162",0.09375,0.577075098814229,0.25940943159123,0.609016288465912,0.263803539290904,0.0162709783053623,0.849511669494246,0.639024390243902,0.692307692307692,0.709197124896786
"163",0.234375,0.762845849802372,0.661973638444449,0.787001410880683,0.468674334188478,0.00521899304134261,0.934545371177037,0.546341463414634,0.538461538461538,0.411108080674594
"164",0.03125,0.794466403162055,0.362351474317259,0.619714847736745,0.36422329158562,0.039091281211625,0.271615693826708,0.624390243902439,0.980769230769231,0.754521520629306
"165",0.28125,0.687747035573123,0.647510266364473,0.601235518087124,0.203023822895135,0.0134056487924683,0.850268237883443,0.536585365853659,0.461538461538462,0.3638060908025
"166",0.078125,0.897233201581028,0.677395625294527,0.609016288465912,0.243551887917058,0.015963978714695,0.851781374661837,0.506469334989929,0.653846153846154,0.384106656994263
"167",0.0625,0.699604743083004,0.217224771671566,0.568167243977276,0.266343220041696,0.0327466230045027,0.801824934660003,0.551219512195122,0.711538461538462,0.742439451409762
"168",0.03125,0.521739130434783,0.176135471130759,0.561845368044511,0.214353357018343,0.0224109701187065,0.824017607409785,0.629268292682927,0.826923076923077,0.79724692652816
"169",0.015625,0.00395256916996047,0.0108203554518322,0.262772006609854,6.7778789080345e-05,0.712955382726156,0.0333730722790285,0.980487804878049,0.884615384615385,0.950940669364068
"170",0.078125,0.762845849802372,0.272147016583264,0.641111966278412,0.335988783007239,0.0152476463364715,0.288382472068106,0.609756097560976,0.730769230769231,0.73109031044479
"171",0,0,0,0.259854217717808,9.92078294501537e-06,0.950573065902579,0.00800892597857154,1,0.961538461538462,0.987625509277353
"172",0.046875,0.0197628458498024,0.029886060184458,0.263258304758528,0.000109128612395169,0.731989357347524,0.0376602931511456,0.965853658536585,0.826923076923077,0.927326695740112
