1,66,9.3008,0.0309,145.0542,0.074,2.9974,225,250,244.6641
4,197,77.4805,0.089,874.4709,0.0243,11.8326,155,239,197.2773
2,88,10.9102,0.027,130.075,0.0887,2.8226,214,252,244.0508
4,61,10.457,0.0166,46.9792,0.1185,7.3728,198,234,230.6445
2,28,3.7188,0.0023,3.8917,?,0.8424,237,247,245.6055
2,133,15.5938,0.0407,397.5209,0.1011,2.9483,199,253,244.2344
4,35,9.8555,0.0136,26.7917,0.1357,2.3037,234,249,245.4414
5,140,56.4023,0.0447,209.0376,0.0409,3.3445,169,245,206.5156
10,194,85.7891,0.107,1210.7958,0.0202,12.1248,150,231,189.0039
4,87,11.082,0.0176,73.1667,0.1402,2.4358,218,246,242.7539
5,175,55.2227,0.1108,1388.7749,0.0192,4.0911,174,249,222.1836
6,68,12.2148,0.0141,35.825,0.1419,2.327,224,246,241.9492
2,97,14.9961,0.0447,313.5833,0.0525,3.3021,206,252,244.0039
4,9,5.0703,0.0005,0.1875,0.83,0.3714,242,246,245.1914
2,41,4.6797,0.0113,28.1583,0.1869,2.0824,233,251,247.3555
6,136,31.125,0.046,284.6208,0.045,3.3841,188,247,232.8906
2,214,32.957,0.0554,636.8,0.0981,3.1897,164,252,233.6875
6,123,19.9219,0.0364,200.7167,0.061,3.1068,196,247,238.332
6,90,17.6133,0.0195,74.4125,0.1294,2.5561,214,246,240.207
3,195,58.9219,0.0575,614.7667,0.1009,9.5343,153,240,209.625
8,152,41.9141,0.0559,383.0833,0.0389,10.5657,158,238,214.8828
4,102,33.6484,0.0746,647.6917,0.0286,3.736,200,250,232.5352
7,140,58.1406,0.0569,325.8417,0.0344,3.5281,193,245,218.3984
26,194,115.9531,0.0806,697.8165,0.0261,11.4606,153,222,173.4766
47,215,166.6914,0.0559,383.2834,0.0389,3.4877,189,225,194.0938
5,169,54.0313,0.1016,1303.7709,0.0224,4.0419,176,252,225.3438
7,201,121.0664,0.0758,676.35,0.0275,11.3802,77,237,154.6992
5,171,55.4023,0.0767,674.8625,0.0269,11.3589,162,239,211.4023
4,124,24.1992,0.051,407.6833,0.0473,3.3915,188,249,237.5625
11,152,66.7578,0.1063,1139.9873,0.0205,4.0568,178,242,212.2383
4,26,6.0469,0.0042,6.125,0.3643,3.9807,219,239,233.8672
17,184,108.1953,0.0688,522.4084,0.03,11.0226,157,230,178.6992
1,55,2.7969,0.0072,19.5167,0.3352,1.5635,227,253,251.7109
4,222,60.9844,0.0957,1504.2086,0.0684,3.5766,166,250,222.1797
7,182,46.8984,0.0909,1026.0416,0.0242,11.8959,164,237,212.6016
5,159,33.4922,0.0589,NA,0.0469,10.5615,161,237,218.1133
13,162,73.3984,0.0909,835.75,0.0232,3.9257,179,243,210.3008
9,151,35.6602,0.0508,372.4959,0.0452,3.434,171,242,225.4688
4,189,46.25,0.0591,718.1918,0.1233,9.3705,151,239,215.3125
5,151,46.3125,0.092,986.0541,0.0233,11.8377,165,240,215.5352
3,132,54.2813,0.1024,1131.3667,0.02,4.0625,180,249,217.293
4,147,32.7305,0.0855,1019.1,0.0285,3.8501,174,247,231.6484
4,216,68.3242,0.1225,1737.3627,0.0191,4.1546,166,250,216.9961
7,85,13.6797,0.018,85.6792,0.1923,6.8376,198,239,232.918
4,130,36.7695,0.0633,486.5083,0.0341,3.6299,182,241,222.2852
5,79,16.1094,0.0254,96.9042,0.0814,8.4918,200,242,234.1055
7,147,46.2578,0.0704,571.525,0.0292,11.1792,183,247,225.0117
7,129,35.8242,0.0527,336.8209,0.0359,10.5522,174,238,221.6133
6,177,75.1914,0.13,1686.2124,0.0167,4.2093,174,247,213.0195
8,85,18.2852,0.0186,73.5792,0.154,2.4113,220,245,239.7813
8,176,66.5781,0.0909,856.1791,0.0226,11.7861,154,238,204.1563
1,156,10.5234,0.0301,421.5333,0.29,2.097,204,254,249.2617
7,146,38.375,0.057,396.1917,0.0355,3.5593,182,238,221.957
3,118,16.6289,0.0369,308.7208,0.1242,8.6019,183,242,235.1836
1,4,1.8203,0.0007,0.1917,0.7196,0.4836,245,250,247.9805
16,191,93.1797,0.0832,666.0958,0.0252,11.4621,155,230,184.8125
7,189,80.5117,0.0771,648.3583,0.0268,11.3763,153,235,189.6445
6,86,17.4297,0.0217,83.7375,0.1007,2.6947,212,245,239.1953
4,255,75.4414,0.1608,2980.2209,0.0164,4.3005,166,245,210.7773
2,205,58.7461,0.063,656.2458,0.0663,3.3958,182,250,225.1016
7,206,80.8594,0.1137,1413.9001,0.0207,12.2142,153,239,198.2578
3,93,15.2617,0.0366,214.025,0.0626,3.126,209,252,244.2734
7,148,38.0195,0.0719,664.7792,0.0304,11.1432,176,239,221.918
16,195,95.4258,0.1085,1181.0459,0.0196,12.2559,157,231,190.1133
3,203,52.6992,0.0741,917.8332,0.0527,3.5812,173,254,226.7539
19,176,93.3633,0.0703,511.6166,0.0276,11.1531,155,227,185.0664
6,229,97.625,0.0719,613.7458,0.0301,11.1729,1,237,134.0742
5,179,32.0039,0.0635,671.1791,0.0465,10.5192,158,240,225.4648
3,134,26.1445,0.0622,540.1666,0.0364,10.8096,174,246,231.3125
2,3,2.5703,0.0007,0.175,0.7112,0.4637,246,249,247.7109
6,195,39.8359,0.0785,846.6833,0.0294,3.8006,170,241,224.2539
1,2,1.0273,0.0001,0.0292,0.9434,0.1318,250,253,251.625
4,7,5.2891,0.0008,0.2792,0.7298,0.5198,243,246,245.1914
4,90,19.082,0.0506,350.9167,0.042,3.4382,197,245,233.3984
2,95,18.3789,0.0427,249.25,0.0482,3.2689,209,253,243.9805
3,99,9.7109,0.0177,155.2125,0.2399,6.0564,186,240,232.8398
5,150,62.0859,0.0404,183.8167,0.0485,9.6609,139,238,193.7813
3,73,11.3594,0.0183,64.1125,0.1161,2.5362,216,248,243.7344
2,49,9.8398,0.0279,110.1083,0.0719,2.9586,219,250,244.957
3,121,24.2266,0.0734,844.8792,0.0359,3.7041,185,252,239.0977
10,84,31.4102,0.0476,261.8625,0.0396,3.4133,215,243,233.6133
5,136,20.0273,0.036,257.6458,0.093,8.9724,170,239,229.375
3,118,17.8242,0.0259,129.1708,0.1298,2.6811,206,249,241.8984
4,50,10.7383,0.0165,41.6083,0.108,2.4785,233,248,244.2227
8,161,53.1133,0.0846,785.0792,0.0256,11.5596,161,236,210.7227
15,190,82.2031,0.0769,628.6542,0.0249,11.5239,157,231,192.8516
6,105,28.4531,0.0577,467.5251,0.0411,3.5339,202,248,235.7188
3,113,29.5156,0.0557,376.3667,0.0368,3.5297,183,242,225.5
35,221,136.0742,0.0841,725.5333,0.0261,11.4057,65,220,157.1016
10,153,50.5859,0.0732,712.0917,0.0362,3.7132,163,242,217.0117
3,170,25.4219,0.0544,517.7584,0.0661,3.3623,185,253,238.2422
12,166,81.5664,0.0862,802.5792,0.0237,11.6346,153,229,188.4922
39,195,131.2539,0.069,469.7583,0.0276,11.0373,153,214,165.8008
8,116,38.3242,0.0735,582.7875,0.0275,3.7551,186,245,227.1836
3,86,22.2461,0.0486,310.9292,0.0433,3.3941,212,249,239.0742
1,167,10.0195,0.0222,254.6292,0.3353,1.8188,186,249,244.7969
5,94,18.4922,0.045,292.7584,0.0496,3.29,208,252,243.1445
5,130,46.7188,0.0506,307.0542,0.0408,3.4381,197,247,225.2695
8,190,75.4492,0.1282,1754.7539,0.018,4.1666,166,239,203.5781
3,7,3.0859,0.0003,0.0958,0.8823,0.2491,245,249,247.0508
9,166,55.1602,0.087,845.2292,0.0258,3.8737,176,246,220.125
4,128,22.0547,0.0403,298.7,0.0823,9.3816,172,236,224.1055
1,16,1.5469,0.0023,1.9917,0.4757,0.9583,244,252,250.9414
8,157,53.9492,0.0932,974.6835,0.0232,11.9262,158,237,210.4531
7,112,35.1484,0.0543,352.05,0.036,3.4962,201,246,231.4883
10,146,51.0273,0.0613,417.4333,0.0307,10.9311,176,243,218.4023
13,178,91.9688,0.1058,1085.3584,0.0202,12.1515,149,233,183.2969
3,21,5.0078,0.0064,8.0125,0.251,1.7061,238,249,246.4961
14,192,97.6016,0.0854,758.9916,0.0238,11.6406,155,233,186.6211
4,168,61.0234,0.0914,993.1415,0.0258,11.8674,155,239,203.9375
9,114,36.5625,0.053,326.45,0.0377,10.4961,184,234,218.4648
6,189,55.3633,0.0949,1084.2374,0.0245,11.8824,157,238,211.6875
17,159,80.0039,0.0889,837.4585,0.0226,3.9261,172,240,207.0781
5,107,32.6094,0.067,571.7417,0.0318,3.7088,193,240,225.3438
7,120,38.2266,0.0648,459.1791,0.0311,10.9416,193,247,229.3086
8,125,49.918,0.0819,713.4958,0.0253,3.8677,192,245,225.3711
5,164,19.9453,0.0372,288.9458,0.068,3.0701,190,246,238.6445
13,194,109.4297,0.064,426.8417,0.031,10.911,153,241,186.4023
5,195,67.9102,0.128,1989.3917,0.0209,12.5604,132,238,202.3711
19,187,95.0781,0.0953,968.8416,0.023,11.8407,154,230,183.8008
5,71,14.9961,0.0243,76.8792,0.0772,2.7983,221,247,241.7383
4,190,37.6953,0.0549,575.3,0.1141,9.4782,153,240,219.4688
6,173,50.9258,0.0722,673.3333,0.0296,3.7366,168,247,220.293
5,97,18.0469,0.0297,145.2167,0.0749,8.8122,195,246,238.5859
2,4,2.9805,0.0001,0.0292,0.9434,0.1318,247,249,248.4219
2,137,15.7031,0.0462,425.9,0.0733,3.2283,193,250,241.8203
1,8,2.0742,0.0016,1.0417,0.5978,0.7845,242,247,245.3242
9,222,69.2031,0.137,2114.1338,0.0185,4.2114,171,245,213.7188
5,66,17.4961,0.0309,133.8125,0.0663,3.0308,210,249,240.9531
3,177,26.8125,0.0349,271.0792,0.1171,8.4846,154,239,223.1211
2,28,3.7773,0.0038,5.9,0.3943,1.2654,236,252,248.6445
7,142,39.0781,0.0638,509.2417,0.0321,3.6845,185,246,227.8516
6,106,29.2969,0.0391,181.4458,0.0487,3.2363,209,245,233.0039
12,187,70.8711,0.0997,1056.1833,0.0214,11.9991,168,235,206.0313
5,224,97.0195,0.0839,798.946,0.0249,11.5887,153,239,188.3047
5,153,45.6563,0.0884,1035.2167,0.0282,11.6637,164,241,216.1875
3,214,94.4102,0.1502,2301.396,0.0161,4.2877,168,247,202.5234
6,104,22.457,0.0334,156.1417,0.0603,9.2976,187,242,232.707
1,2,1.1563,0.0006,0.1625,0.7278,0.4438,249,253,251.1328
5,141,34.7695,0.0768,763.825,0.0327,3.7293,186,246,230.1445
4,179,62.2539,0.0854,905.2333,0.0265,11.6271,153,238,204.3789
3,109,25.3242,0.051,318.9334,0.0432,3.4332,188,244,229.1797
5,111,44.1211,0.0543,315.2,0.0378,3.4653,204,246,230.0234
1,15,3.8516,0.006,7.4417,0.3213,1.6072,240,250,248.043
3,206,52.6367,0.0755,1029.5874,0.0942,9.9306,164,242,219.0195
10,136,52.9727,0.0876,803.9916,0.0232,11.7522,161,234,210.5117
5,135,34.6055,0.0605,509.9125,0.0406,10.6722,168,245,224.7344
8,166,49.8047,0.0771,708.3999,0.0266,3.8012,175,246,222.2891
1,36,3.3633,0.0058,16.5917,0.5305,1.2302,231,249,245.9766
7,188,84.0508,0.0947,901.7875,0.021,11.9526,150,236,187.5078
5,52,15.75,0.0232,69.025,0.0778,2.7946,223,246,239.75
7,177,81.7383,0.109,1259.3628,0.0214,12.0636,157,236,194.1172
7,152,29.6172,0.0472,336.2209,0.0535,10.0041,166,236,222.5391
5,96,31.6719,0.0626,449.7834,0.0313,3.6482,206,249,233.5313
12,158,78.293,0.0853,780.3292,0.0257,11.5425,157,233,189.5586
2,63,5.0859,0.0097,47.8208,0.3764,1.6109,220,249,246.8516
3,117,13.6172,0.0329,246.2501,0.0928,2.8865,189,246,238.043
19,179,91.793,0.0972,1048.275,0.0227,11.8989,153,228,184.6328
5,147,45.4648,0.0721,597.7458,0.0284,11.2641,157,237,211.5039
5,145,43.7383,0.048,269.7083,0.0418,3.4113,170,247,220.3594
12,105,41.4961,0.0588,360.875,0.0347,10.6002,181,233,216.2734
3,84,21.125,0.0472,275.275,0.0455,3.3735,204,249,237.3398
8,127,48.5703,0.0594,390.9709,0.0324,10.7724,182,246,221.0469
4,70,8.3281,0.0155,68.4583,0.2043,2.2059,217,247,244.5469
5,144,30.6484,0.0561,411.7458,0.036,3.5796,181,248,233.1172
20,250,130.4609,0.1224,1437.5668,0.0176,4.1617,164,236,184.6328
6,215,108.1289,0.0938,950.525,0.0233,11.919,152,236,179.5859
3,136,44.7813,NA,433.3792,0.0394,10.6728,152,238,205.6914
58,217,142.4961,0.0569,351.4125,0.0334,10.644,6,162,80.3164
7,186,79.3828,0.089,820.0502,0.0238,11.7366,150,238,197.5703
9,209,89.4766,0.1182,1490.5878,0.0181,12.579,158,236,191.3047
9,105,38.4688,0.0651,481.4042,0.0295,11.0778,194,246,230.3086
1,176,19.1797,0.0285,326.0917,0.2489,2.2398,191,254,243.4102
5,143,31.1484,0.0587,500.125,0.0445,3.5334,183,245,228.9609
4,160,41.6055,0.0551,539.5708,0.074,9.909,139,236,201.6289
5,184,56.9219,0.0863,1055.2042,0.0354,3.8136,170,248,218.5664
1,24,1.9258,0.0029,4.9667,0.5385,1.0232,243,254,252.9453
3,136,16.9258,0.0441,333.4041,0.0585,3.2861,187,247,236.8281
1,2,1.2109,0.0006,0.1542,0.7392,0.4299,249,252,250.7188
65,164,111.7031,0.0436,196.6625,0.0418,3.2995,192,212,198.8906
10,204,98.4141,0.095,983.5042,0.0216,11.9871,152,237,186.1641
6,100,14.1758,0.0151,63.1792,0.221,2.1706,199,244,239.6602
5,164,33.5781,0.0617,487.05,0.0347,3.6367,187,248,232.6328
10,176,63.418,0.0906,880.8293,0.0227,11.9085,176,246,217.5781
5,190,57.1836,0.0568,388.4958,0.0398,10.5807,135,236,195.3125
8,173,72.4102,0.0946,995.6042,0.0213,3.9913,168,238,204.6719
8,108,30.5391,0.0483,282.3375,0.0403,3.4068,186,245,231.1719
3,17,4.168,0.0031,3.7417,0.5035,1.1148,240,250,247.7148
11,197,97.0078,0.0932,955.4875,0.0233,11.7681,153,231,184.0898
3,157,33.0313,0.0848,941.4208,0.0254,3.8871,184,251,234.5391
4,182,43.3984,0.0539,397.3417,0.0434,10.3971,153,238,214.7773
2,111,7.0898,0.0171,136.7458,0.265,2.0251,212,250,246.3906
3,29,4.6328,0.0042,7.5333,0.3978,1.3112,234,246,244.3594
5,166,53.875,0.1003,1156.6749,0.0208,12.1626,164,241,211.7656
14,173,78.4219,0.0946,896.3542,0.0219,11.9076,154,234,193.5469
3,75,8.4844,0.0141,68.1792,0.3038,1.9565,217,250,246.1484
6,82,20.2539,0.0229,78.2833,0.0887,2.7629,205,245,236.8828
7,128,37.2461,0.0532,328.7125,0.038,10.4286,183,245,226.4727
5,169,37.8711,0.078,881.1875,0.0348,3.7551,171,247,225.4375
9,203,110.4414,0.092,845.2166,0.0219,11.8419,154,235,179.0625
10,174,81.0234,0.1048,1070.6042,0.0192,12.1584,166,245,207.6992
4,98,15.8633,0.0354,215.0417,0.0646,3.0799,202,249,241.1992
12,194,92.2617,0.0963,926.2626,0.0235,11.7891,154,232,186.7617
9,182,61.3516,0.089,958.3293,0.0239,3.9355,172,244,216.3828
3,45,6.0781,0.0054,12.15,0.4119,1.3403,228,250,248.1836
7,83,20.9219,0.0251,100.5083,0.0927,2.8012,212,246,237.9453
5,197,49.6719,0.0797,846.6208,0.0328,11.2944,157,237,212.7734
2,119,16.3945,0.0194,86.2417,0.1371,2.4762,196,249,240.0625
4,121,19.6211,0.0302,158.7042,0.0855,2.9024,189,250,238.8281
5,150,NA,0.0951,909.2542,0.0236,11.7138,175,244,211.6484
2,26,3.2188,0.0018,4.5458,0.7206,0.631,239,251,249.3672
6,208,73.2266,0.1422,2191.6042,0.0156,4.3501,171,247,215.0234
35,198,101.1094,0.0712,524.2876,0.0272,11.169,155,215,180.1602
2,4,2.9375,0.0003,0.075,0.8613,0.2664,247,250,249.3906
10,161,54.9258,0.0749,605.9542,0.0275,11.3079,157,234,207.8125
2,211,50.582,0.0688,825.475,0.0603,3.4459,185,252,229.2188
1,2,1.9453,0.0002,0.0625,0.8828,0.2338,247,250,248.3398
18,183,90.6641,0.092,850.8126,0.0253,11.6679,155,231,187.6992
7,125,48.7578,0.0697,578.5251,0.0281,3.7796,191,243,221.957
7,146,50.5313,0.0936,907.8249,0.0213,3.9907,192,246,224.3242
7,148,60.3711,0.0903,874.175,0.0232,11.7453,166,238,207.4219
7,145,39.4883,0.0745,641.6083,0.0295,3.75,191,246,228.8242
4,178,50.5742,0.0816,763.6292,0.0245,3.8955,180,252,226.3555
4,148,34.5859,0.0861,927.025,0.0249,3.8987,186,243,227.2773
8,151,59.1992,0.0832,721.5791,0.0235,11.6844,158,234,205.9375
9,152,?,0.0883,798.5416,0.0244,3.8679,177,246,215.4141
7,202,75.7305,0.1179,1558.2792,0.0197,4.1146,172,247,214.5078
3,107,20.918,0.0553,427.6792,0.0407,3.4887,203,249,238.6797
7,155,44.6367,0.0653,549.5833,0.0362,10.8435,161,240,215.7852
7,129,19.4648,0.0327,183.6667,0.08,8.9073,176,239,232.0781
4,51,11.3711,0.0146,38.8083,0.1375,2.3755,223,245,241.5508
3,130,23.5547,0.0556,546.8667,0.0668,10.0065,189,240,230.3477
9,160,53.2227,0.0671,520.775,0.0336,10.923,168,236,211.3633
6,102,20.4883,0.0282,143.8125,0.0876,2.8622,209,247,239.3516
4,125,36.6484,0.0769,699.0417,0.0264,3.8344,206,252,236.0078
14,189,95.8477,0.1037,1176.8668,0.0197,12.1911,154,233,183.1172
6,136,31.7109,0.0502,382.5833,0.0485,10.2087,177,241,225.4805
2,73,10.4336,0.0214,99.5125,0.1078,2.6145,219,249,243.0195
1,82,12.5703,0.034,183.2458,0.065,3.0501,209,247,240.6484
10,175,62.5039,0.0871,902.9667,0.0239,11.748,176,246,218.25
11,136,60.6641,0.09,851.3667,0.0238,11.7153,170,235,206.6172
7,109,36.8672,0.0512,342.1959,0.0397,3.4649,207,245,231.5781
9,147,47.1484,0.0667,491.6958,0.0291,11.1204,170,237,215.8594
5,179,68.2656,0.0853,886.5667,0.0256,11.7486,158,238,200.4766
5,108,29.1602,0.0322,176.3417,0.0855,8.9583,176,239,218.1758
3,130,18.2188,0.0297,180.3792,0.1084,8.4708,155,235,216.5117
1,2,1.7109,0.0004,0.1125,0.8003,0.3517,249,255,251.5156
4,58,8.7422,0.0111,48.5542,0.303,1.8039,222,247,244.0117
5,173,48.1641,0.0721,630.2791,0.0291,11.3436,162,236,212.6133
4,127,26.6719,0.0559,403.9792,0.0361,10.6134,167,234,220.6367
5,63,9.3828,0.0143,38.9458,0.1532,2.3187,214,246,243.2031
10,124,49.6211,0.0696,507.3792,0.0286,3.7099,184,242,216.832
7,95,26.582,0.0404,237.7333,0.0532,3.2457,196,246,233.4375
12,157,61.1992,0.0746,547.9626,0.0298,11.0754,161,233,203.5313
10,157,43.8516,0.0685,601.9667,0.0322,3.6796,187,245,226.3281
3,44,5.9297,0.0068,16.1542,0.3765,1.5384,223,251,248.2148
1,2,1.8945,0.0003,0.0667,0.8756,0.2449,249,252,250.3477
4,83,19.0039,0.0264,104.8375,0.0806,2.8792,205,246,236.6992
2,165,34.6133,0.0815,1083.7041,0.0407,3.6904,180,242,225.457
2,40,8.4336,0.0237,77.6583,0.0811,2.791,217,250,246.1094
8,139,37.418,0.0805,800.4835,0.0286,?,188,246,230.3359
7,177,74.5078,0.0951,1087.2251,0.0241,11.7864,152,233,194.1328
5,113,32.5391,0.0529,369.7042,0.0396,3.4721,196,249,232.8633
3,185,45.8633,0.0916,1339.0625,0.0382,3.8033,169,249,226.4961
6,120,23.3164,0.0402,227.4375,0.0563,9.6207,191,238,227.3477
3,81,10.9219,0.0249,129.3042,0.1062,2.72,203,247,241.1406
1,2,1.5781,0.0004,0.1042,0.8134,0.3341,247,249,248.0742
2,30,3.543,0.0063,11.3583,0.3118,1.6225,238,252,249.3086
10,?,68.0156,0.0867,817.6666,NA,11.7777,154,231,196.6953
2,205,69.0469,0.0886,1180.2876,0.0506,11.0925,158,242,206.7188
4,85,12.8789,0.0221,105.0958,0.1122,2.6387,212,247,241.3281
55,190,113.5586,0.0589,387.3833,0.0358,10.5984,47,148,102.4922
11,183,80.6367,0.1057,1190.2375,0.0212,12.0672,155,234,197.3398
2,76,8.3086,0.0208,123.5,0.1797,2.356,218,250,245.7539
3,76,18.0508,0.0486,336.7959,0.0436,3.4188,200,242,232.3711
5,78,17.043,0.0299,140.3542,0.0764,8.8842,195,238,230.6953
8,178,65.5117,0.1076,1328.2583,0.0205,12.1653,171,239,211.9063
